graph_id,node_index,x,y,loss
sky130_fd_sc_hd__dlclkp_1,4,2.8149505,0.0,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,5,1.888261,0.0,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,6,2.5825694,1.146377,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,7,2.0753963,1.2275516,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,8,2.7237358,1.1345613,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,9,2.7326205,1.1533144,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,10,2.2851684,0.040539768,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,11,1.5811073,0.0,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,12,1.606541,0.0,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,13,1.1503583,0.0,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,14,2.1178315,1.25723,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,15,2.2215161,1.1877208,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,16,2.39712,1.0857897,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,17,1.1412506,1.2620808,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,18,1.1890143,1.178192,1.9755340814590454
sky130_fd_sc_hd__dlclkp_1,19,1.5854592,1.1517181,1.9755340814590454
sky130_fd_sc_hd__dlrbp_1,0,3.5136447,0.0,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,1,3.798946,0.0,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,2,3.5878477,0.0,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,3,2.4018838,0.0,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,4,2.5519423,0.07800604,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,5,3.631854,0.0,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,6,2.2811804,0.042830355,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,7,2.0755308,0.08485565,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,8,2.382241,1.1472594,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,9,3.2338972,1.149262,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,10,3.7986104,1.1107608,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,11,3.3751464,1.209783,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,12,3.8097343,1.1240212,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,13,2.0292943,0.0,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,14,2.1881537,0.0,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,15,0.6702378,0.0,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,16,0.0,0.0,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,17,2.9272275,1.2550583,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,18,2.3963985,1.1844623,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,19,2.465746,1.1198651,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,20,1.6903595,1.2637742,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,21,1.7813287,1.0931576,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,22,0.74994457,1.1614354,1.9089155197143555
sky130_fd_sc_hd__dlrbp_1,23,0.82732,1.2490232,1.9089155197143555
sky130_fd_sc_hd__o221ai_4,0,4.3715415,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,1,4.371542,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,2,4.371542,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,3,4.1550236,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,4,4.1550236,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,5,4.1550236,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,6,4.1550236,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,7,4.3715415,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,8,1.0241519,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,9,1.2364631,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,10,1.2364633,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,11,1.2364631,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,12,1.2364635,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,13,1.0241517,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,14,1.0241518,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,15,1.0241519,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,16,1.6638814,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,17,1.6638814,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,18,1.8493034,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,19,0.45158005,0.0,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,20,4.505194,1.2752571,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,21,4.505194,1.2752571,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,22,4.122471,1.1916833,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,23,3.6842873,1.2487681,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,24,3.6839776,1.248757,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,25,3.6839774,1.248757,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,26,3.541566,1.1902119,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,27,4.011756,1.1294132,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,28,1.6519159,1.1141435,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,29,2.6265404,1.1766932,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,30,2.6265404,1.1766932,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,31,2.6265404,1.1766932,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,32,2.2827432,1.0483449,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,33,2.1394446,1.2140827,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,34,2.1394446,1.2140827,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,35,1.6514287,1.1141686,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,36,0.49347118,1.1468899,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,37,0.493471,1.1468899,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,38,0.493471,1.1468899,3.9464051723480225
sky130_fd_sc_hd__o221ai_4,39,0.4570885,1.0985869,3.9464051723480225
